date,LSTM_Lag_5,CNN_MA_3,Hybrid_MA_Lag10_5,OT
2016-07-01 14:00:00,17.445999145507812,19.111000061035153,26.619400405883788,19.55599975585937
2016-07-01 15:00:00,19.97900009155273,18.4776668548584,24.748000335693362,17.305000305175778
2016-07-01 16:00:00,20.11899948120117,18.782333374023438,23.74900016784668,19.48600006103516
2016-07-01 17:00:00,19.20499992370605,18.641667048136394,22.820399856567384,19.13400077819824
2016-07-01 18:00:00,18.57200050354004,19.76733334859212,22.14499969482422,20.68199920654297
2016-07-01 19:00:00,19.55599975585937,19.50933329264323,21.244599533081054,18.71199989318848
2016-07-01 20:00:00,17.305000305175778,19.08733304341634,21.005599594116212,17.868000030517578
2016-07-01 21:00:00,19.48600006103516,18.196333567301433,20.47099952697754,18.009000778198242
2016-07-01 22:00:00,19.13400077819824,17.962000528971355,19.683199691772458,18.009000778198242
2016-07-01 23:00:00,20.68199920654297,18.595333735148113,19.06419982910156,19.76799964904785
2016-07-02 00:00:00,18.71199989318848,19.62700017293294,19.486199951171873,21.10400009155273
2016-07-02 01:00:00,17.868000030517578,20.189666748046875,18.95139999389648,19.69700050354004
2016-07-02 02:00:00,18.009000778198242,20.28333346048991,18.824800109863283,20.048999786376957
2016-07-02 03:00:00,18.009000778198242,20.166000366210938,18.81060028076172,20.75200080871582
2016-07-02 04:00:00,19.76799964904785,20.72866694132487,19.232600021362305,21.38500022888184
2016-07-02 05:00:00,21.10400009155273,21.45566685994466,19.063800048828124,22.229999542236328
2016-07-02 06:00:00,19.69700050354004,21.291666666666668,19.176399993896485,20.26000022888184
2016-07-02 07:00:00,20.048999786376957,21.197999954223633,18.881000137329103,21.10400009155273
2016-07-02 08:00:00,20.75200080871582,20.658666610717773,18.6560001373291,20.61199951171875
2016-07-02 09:00:00,21.38500022888184,20.02566655476888,18.473200225830077,18.36100006103516
2016-07-02 10:00:00,22.229999542236328,19.978666305541992,18.95160026550293,20.96299934387207
2016-07-02 11:00:00,20.26000022888184,19.57999992370605,19.31740036010742,19.41600036621093
2016-07-02 12:00:00,21.10400009155273,20.40066655476888,19.725400161743163,20.82299995422364
2016-07-02 13:00:00,20.61199951171875,20.14300028483073,20.27400016784668,20.190000534057614
2016-07-02 14:00:00,18.36100006103516,20.77600034077962,20.597400283813478,21.315000534057614
2016-07-02 15:00:00,20.96299934387207,21.17466672261556,20.822600173950196,22.018999099731445
2016-07-02 16:00:00,19.41600036621093,21.338666280110676,20.935200119018553,20.68199920654297
2016-07-02 17:00:00,20.82299995422364,22.7223326365153,21.14620018005371,25.465999603271484
2016-07-02 18:00:00,20.190000534057614,24.011999766031902,21.1181999206543,25.88800048828125
2016-07-02 19:00:00,21.315000534057614,26.403666814168293,20.51339988708496,27.85700035095215
2016-07-02 20:00:00,22.018999099731445,27.013333638509113,20.25999984741211,27.295000076293945
2016-07-02 21:00:00,20.68199920654297,25.793999989827473,20.09119987487793,22.229999542236328
2016-07-02 22:00:00,25.465999603271484,23.824333190917972,20.03499984741211,21.947999954223643
2016-07-02 23:00:00,25.88800048828125,23.824333190917972,19.95060005187988,27.295000076293945
2016-07-03 00:00:00,27.85700035095215,26.192666371663417,20.541400146484374,29.334999084472656
2016-07-03 01:00:00,27.295000076293945,27.552666346232098,20.75260009765625,26.02799987792969
2016-07-03 02:00:00,22.229999542236328,26.56766637166341,21.005799865722658,24.34000015258789
2016-07-03 03:00:00,21.947999954223643,25.606000264485676,21.934399795532226,26.45000076293945
2016-07-03 04:00:00,27.295000076293945,25.582667032877605,23.07399978637695,25.95800018310547
2016-07-03 05:00:00,29.334999084472656,25.48900032043457,24.38239974975586,24.05900001525879
2016-07-03 06:00:00,26.02799987792969,25.11400032043457,25.43759994506836,25.32500076293945
2016-07-03 07:00:00,24.34000015258789,24.340333302815754,25.74720001220703,23.636999130249023
2016-07-03 08:00:00,26.45000076293945,25.11399968465169,25.043600082397464,26.3799991607666
2016-07-03 09:00:00,25.95800018310547,25.793999354044598,25.325000000000003,27.364999771118164
2016-07-03 10:00:00,24.05900001525879,27.270999908447266,25.6205997467041,28.06800079345703
2016-07-03 11:00:00,25.32500076293945,28.302666982014973,25.367199707031254,29.47500038146973
2016-07-03 12:00:00,23.636999130249023,28.115000406901043,25.789199829101562,26.80200004577637
2016-07-03 13:00:00,26.3799991607666,28.7483336130778,26.689599990844727,29.968000411987305
2016-07-03 14:00:00,27.364999771118164,29.053333282470707,26.422200012207032,30.38999938964844
2016-07-03 15:00:00,28.06800079345703,30.507333119710285,25.36700019836426,31.16399955749512
2016-07-03 16:00:00,29.47500038146973,30.43699963887533,25.22640037536621,29.756999969482425
2016-07-03 17:00:00,26.80200004577637,31.0700003306071,25.085800170898438,32.28900146484375
