date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
7/1/2016 0:00,5.827000141,2.009000063,1.598999977,0.462000012,4.203000069,1.340000033,30.53100014
7/1/2016 0:15,5.760000229,2.075999975,1.491999984,0.425999999,4.263999939,1.401000023,30.45999908
7/1/2016 0:30,5.760000229,1.942000031,1.491999984,0.391000003,4.234000206,1.309999943,30.03800011
7/1/2016 0:45,5.760000229,1.942000031,1.491999984,0.425999999,4.234000206,1.309999943,27.01300049
7/1/2016 1:00,5.69299984,2.075999975,1.491999984,0.425999999,4.142000198,1.371000051,27.78700066
7/1/2016 1:15,5.492000103,1.942000031,1.457000017,0.391000003,4.111999989,1.279000044,27.71699905
7/1/2016 1:30,5.357999802,1.875,1.350000024,0.354999989,3.928999901,1.340000033,27.64599991
7/1/2016 1:45,5.157000065,1.807999969,1.350000024,0.319999993,3.806999922,1.279000044,27.08399963
7/1/2016 2:00,5.157000065,1.741000056,1.279000044,0.354999989,3.77699995,1.218000054,27.78700066
7/1/2016 2:15,5.157000065,1.807999969,1.350000024,0.425999999,3.77699995,1.187999964,27.50600052
7/1/2016 2:30,5.157000065,1.807999969,1.315000057,0.391000003,3.77699995,1.248999953,27.85700035
7/1/2016 2:45,5.157000065,1.942000031,1.350000024,0.425999999,3.806999922,1.279000044,27.01300049
7/1/2016 3:00,5.090000153,1.942000031,1.279000044,0.391000003,3.806999922,1.279000044,25.04400063
7/1/2016 3:15,5.223999977,2.009000063,1.457000017,0.532999992,3.806999922,1.248999953,24.5510006
7/1/2016 3:30,5.290999889,1.807999969,1.457000017,0.425999999,3.77699995,1.218000054,23.56599998
7/1/2016 3:45,5.357999802,1.942000031,1.491999984,0.462000012,3.806999922,1.309999943,21.52599907
7/1/2016 4:00,5.357999802,1.942000031,1.491999984,0.462000012,3.868000031,1.279000044,21.94799995
7/1/2016 4:15,5.492000103,2.009000063,1.491999984,0.462000012,3.928999901,1.340000033,21.45599937
7/1/2016 4:30,5.492000103,1.942000031,1.491999984,0.425999999,3.928999901,1.340000033,22.79199982
7/1/2016 4:45,5.492000103,2.075999975,1.491999984,0.497000009,3.99000001,1.309999943,21.0340004
7/1/2016 5:00,5.625999928,2.142999887,1.527999997,0.532999992,4.051000118,1.371000051,21.17399979
7/1/2016 5:15,5.960999966,2.344000101,1.669999957,0.603999972,4.234000206,1.491999984,20.82299995
7/1/2016 5:30,6.162000179,2.411000013,1.77699995,0.603999972,4.324999809,1.523000002,21.17399979
7/1/2016 5:45,6.631000042,2.477999926,1.99000001,0.745999992,4.659999847,1.674999952,21.17399979
7/1/2016 6:00,7.166999817,2.947000027,2.131999969,0.782000005,5.026000023,1.85800004,22.79199982
7/1/2016 6:15,7.501999855,3.214999914,2.239000082,0.888000011,5.329999924,1.980000019,23.84799957
7/1/2016 6:30,7.703000069,3.348999977,2.486999989,1.031000018,5.269000053,1.91900003,24.34000015
7/1/2016 6:45,7.434999943,3.148000002,2.309999943,0.958999991,5.056000233,1.888000011,23.1439991
7/1/2016 7:00,7.434999943,3.282000065,2.309999943,1.031000018,5.086999893,2.223999977,23.1439991
7/1/2016 7:15,7.636000156,3.282000065,2.273999929,1.065999985,5.329999924,2.071000099,23.77700043
7/1/2016 7:30,7.636000156,3.415999889,2.309999943,1.101999998,5.269000053,1.91900003,23.84799957
7/1/2016 7:45,7.568999767,3.282000065,2.309999943,1.065999985,5.238999844,1.91900003,23.98800087
7/1/2016 8:00,5.559000015,3.013999939,2.451999903,1.172999978,2.954999924,1.432000041,21.66699982
7/1/2016 8:15,5.223999977,2.880000114,2.381000042,1.172999978,2.802000046,1.401000023,22.0890007
7/1/2016 8:30,5.157000065,2.812999964,2.309999943,1.172999978,2.832999945,1.432000041,22.37000084
7/1/2016 8:45,5.090000153,2.411000013,1.812000036,0.888000011,2.740999937,1.462000012,16.39100075
7/1/2016 9:00,4.554999828,2.545000076,1.91900003,0.816999972,2.680000067,1.371000051,17.44599915
7/1/2016 9:15,4.554999828,2.344000101,1.77699995,0.782000005,2.710999966,1.401000023,17.72699928
7/1/2016 9:30,4.68900013,2.545000076,1.883000016,0.852999985,2.802000046,1.462000012,18.50099945
7/1/2016 9:45,4.68900013,2.411000013,1.91900003,0.888000011,2.802000046,1.371000051,19.27499962
7/1/2016 10:00,4.956999779,2.545000076,1.99000001,0.852999985,2.954999924,1.491999984,19.97900009
7/1/2016 10:15,5.425000191,2.678999901,2.203000069,0.888000011,3.137000084,1.552999973,18.50099945
7/1/2016 10:30,5.492000103,2.678999901,2.167999983,0.852999985,3.259000063,1.552999973,18.5720005
7/1/2016 10:45,5.894000053,2.746000051,2.381000042,0.958999991,3.411000013,1.552999973,19.41600037
7/1/2016 11:00,5.760000229,2.545000076,2.203000069,0.852999985,3.441999912,1.491999984,20.11899948
7/1/2016 11:15,5.625999928,2.746000051,2.167999983,0.852999985,3.349999905,1.613999963,19.76799965
7/1/2016 11:30,4.287000179,2.142999887,1.136999965,0.425999999,3.167999983,1.644999981,19.76799965
7/1/2016 11:45,4.287000179,2.411000013,1.56400001,0.425999999,3.107000113,1.583999991,20.32999992
7/1/2016 12:00,4.68900013,2.545000076,1.812000036,0.852999985,2.832999945,1.523000002,19.20499992
7/1/2016 12:15,4.68900013,2.611999989,1.91900003,0.888000011,2.740999937,1.552999973,17.72699928
7/1/2016 12:30,4.68900013,2.678999901,1.883000016,0.852999985,2.862999916,1.583999991,18.6420002
7/1/2016 12:45,4.68900013,2.678999901,1.883000016,0.852999985,2.894000053,1.644999981,18.50099945
7/1/2016 13:00,4.68900013,2.678999901,1.77699995,1.243999958,3.107000113,1.613999963,18.5720005
7/1/2016 13:15,5.090000153,2.947000027,2.131999969,1.172999978,2.984999895,1.644999981,19.6970005
7/1/2016 13:30,5.157000065,3.013999939,2.309999943,1.243999958,2.832999945,1.613999963,19.55599976
7/1/2016 13:45,5.157000065,3.08100009,2.381000042,1.279000044,2.710999966,1.523000002,19.83799934
7/1/2016 14:00,5.090000153,2.947000027,2.451999903,1.350000024,2.559000015,1.432000041,19.55599976
7/1/2016 14:15,5.223999977,3.08100009,2.630000114,1.457000017,2.528000116,1.432000041,19.41600037
7/1/2016 14:30,5.022999763,3.08100009,2.523000002,1.350000024,2.467000008,1.70599997,19.13400078
7/1/2016 14:45,5.157000065,3.013999939,2.486999989,1.315000057,2.650000095,1.523000002,17.02400017
7/1/2016 15:00,5.090000153,3.148000002,2.486999989,1.350000024,2.588999987,1.523000002,17.30500031
7/1/2016 15:15,4.085999966,2.477999926,1.63499999,1.031000018,2.559000015,1.523000002,18.78300095
7/1/2016 15:30,4.354000092,2.812999964,1.741000056,1.101999998,2.588999987,1.462000012,18.85300064
7/1/2016 15:45,4.287000179,2.611999989,1.669999957,0.852999985,2.528000116,1.491999984,19.20499992
7/1/2016 16:00,4.21999979,2.411000013,1.70599997,0.782000005,2.618999958,1.491999984,19.48600006
7/1/2016 16:15,4.421000004,2.411000013,1.77699995,0.816999972,2.680000067,1.491999984,19.62700081
7/1/2016 16:30,4.756000042,2.477999926,1.812000036,0.816999972,2.862999916,1.491999984,18.43099976
7/1/2016 16:45,4.756000042,2.477999926,1.77699995,0.816999972,2.924000025,1.462000012,19.76799965
7/1/2016 17:00,4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078
7/1/2016 17:15,4.822999954,2.27699995,1.669999957,0.639999986,3.167999983,1.462000012,20.75200081
7/1/2016 17:30,5.357999802,2.477999926,2.451999903,1.421000004,3.289999962,1.462000012,19.76799965
7/1/2016 17:45,5.760000229,2.880000114,2.559000015,1.243999958,3.107000113,1.491999984,20.68199921
7/1/2016 18:00,5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921
7/1/2016 18:15,5.760000229,3.08100009,2.523000002,1.243999958,3.015000105,1.491999984,19.83799934
7/1/2016 18:30,5.357999802,3.013999939,2.451999903,1.207999945,2.924000025,1.523000002,19.20499992
7/1/2016 18:45,5.357999802,2.947000027,2.451999903,1.207999945,2.924000025,1.523000002,19.41600037
7/1/2016 19:00,5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989
7/1/2016 19:15,5.425000191,2.947000027,2.451999903,1.136999965,2.984999895,1.523000002,17.86800003
7/1/2016 19:30,5.357999802,2.947000027,2.451999903,1.172999978,2.894000053,1.523000002,18.21999931
7/1/2016 19:45,5.357999802,2.947000027,2.451999903,1.207999945,2.862999916,1.552999973,18.50099945
7/1/2016 20:00,5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003
7/1/2016 20:15,5.223999977,3.013999939,2.415999889,1.207999945,2.802000046,1.523000002,18.21999931
7/1/2016 20:30,5.290999889,3.013999939,2.381000042,1.172999978,2.862999916,1.552999973,17.86800003
7/1/2016 20:45,5.223999977,2.947000027,2.345000029,1.136999965,2.832999945,1.552999973,17.86800003
7/1/2016 21:00,5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078
7/1/2016 21:15,4.889999866,2.947000027,2.309999943,1.207999945,2.618999958,1.491999984,18.36100006
7/1/2016 21:30,4.889999866,2.947000027,2.309999943,1.207999945,2.559000015,1.491999984,18.6420002
7/1/2016 21:45,4.889999866,2.947000027,2.203000069,1.136999965,2.680000067,1.552999973,18.00900078
7/1/2016 22:00,4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078
7/1/2016 22:15,4.822999954,2.947000027,2.203000069,1.172999978,2.588999987,1.552999973,17.58699989
7/1/2016 22:30,4.756000042,2.947000027,2.131999969,1.136999965,2.588999987,1.583999991,18.29000092
7/1/2016 22:45,4.822999954,2.947000027,2.131999969,1.172999978,2.618999958,1.552999973,19.41600037
7/1/2016 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965
7/1/2016 23:15,4.822999954,2.947000027,2.096999884,1.136999965,2.618999958,1.552999973,20.75200081
7/1/2016 23:30,5.022999763,3.818000078,2.131999969,2.167999983,2.588999987,1.523000002,21.31500053
7/1/2016 23:45,5.357999802,2.947000027,2.345000029,1.457000017,2.618999958,1.583999991,21.87800026
7/2/2016 0:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009
7/2/2016 0:15,5.425000191,3.08100009,2.984999895,1.457000017,2.375999928,1.491999984,21.10400009
7/2/2016 0:30,5.223999977,3.08100009,2.878000021,1.457000017,2.375999928,1.462000012,21.38500023
7/2/2016 0:45,4.354000092,3.148000002,2.415999889,1.491999984,2.28399992,1.432000041,21.17399979
7/2/2016 1:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005
7/2/2016 1:15,5.223999977,3.148000002,2.914000034,1.457000017,2.315000057,1.462000012,20.54100037
7/2/2016 1:30,5.157000065,3.013999939,2.914000034,1.421000004,2.223999977,1.462000012,19.76799965
7/2/2016 1:45,4.889999866,3.013999939,2.772000074,1.315000057,2.28399992,1.432000041,19.83799934
7/2/2016 2:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979
7/2/2016 2:15,4.487999916,3.08100009,2.451999903,0.958999991,2.253999949,1.432000041,21.0340004
7/2/2016 2:30,4.889999866,3.013999939,2.736000061,1.386000037,2.193000078,1.432000041,19.97900009
7/2/2016 2:45,5.090000153,3.148000002,2.948999882,1.491999984,2.163000107,1.401000023,20.32999992
7/2/2016 3:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081
7/2/2016 3:15,4.354000092,3.013999939,2.523000002,1.457000017,2.193000078,1.401000023,20.47100067
7/2/2016 3:30,5.090000153,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,21.17399979
7/2/2016 3:45,5.090000153,3.08100009,2.878000021,1.421000004,2.193000078,1.401000023,20.82299995
7/2/2016 4:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023
7/2/2016 4:15,5.290999889,3.148000002,3.019999981,1.491999984,2.193000078,1.401000023,21.0340004
7/2/2016 4:30,5.157000065,3.08100009,2.948999882,1.421000004,2.223999977,1.432000041,20.89299965
7/2/2016 4:45,4.354000092,3.013999939,2.559000015,1.457000017,2.223999977,1.401000023,20.75200081
7/2/2016 5:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954
7/2/2016 5:15,5.760000229,3.415999889,3.092000008,1.669999957,2.710999966,1.583999991,21.17399979
7/2/2016 5:30,5.425000191,3.282000065,2.842999935,1.63499999,2.740999937,1.523000002,20.40099907
7/2/2016 5:45,6.162000179,3.348999977,3.197999954,1.56400001,2.954999924,1.491999984,20.26000023
7/2/2016 6:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023
7/2/2016 6:15,5.492000103,3.013999939,2.309999943,1.243999958,3.107000113,1.523000002,19.13400078
7/2/2016 6:30,5.559000015,3.013999939,2.309999943,1.315000057,3.229000092,1.552999973,20.32999992
7/2/2016 6:45,5.69299984,3.013999939,2.451999903,1.491999984,3.075999975,1.491999984,20.89299965
7/2/2016 7:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009
7/2/2016 7:15,5.760000229,3.214999914,2.486999989,1.421000004,3.137000084,1.613999963,19.27499962
7/2/2016 7:30,5.559000015,3.282000065,2.486999989,1.491999984,3.107000113,1.552999973,19.06399918
7/2/2016 7:45,5.559000015,3.214999914,2.594000101,1.63499999,2.924000025,1.523000002,20.26000023
7/2/2016 8:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951
7/2/2016 8:15,5.492000103,3.348999977,2.700999975,1.63499999,2.832999945,1.491999984,18.85300064
7/2/2016 8:30,5.559000015,3.348999977,2.700999975,1.598999977,2.772000074,1.523000002,19.6970005
7/2/2016 8:45,5.223999977,3.282000065,2.523000002,1.56400001,2.680000067,1.462000012,18.21999931
7/2/2016 9:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006
7/2/2016 9:15,5.157000065,3.282000065,2.486999989,1.598999977,2.680000067,1.432000041,19.27499962
7/2/2016 9:30,5.223999977,3.348999977,2.486999989,1.598999977,2.802000046,1.491999984,21.31500053
7/2/2016 9:45,7.903999805,4.68900013,4.725999832,2.451999903,2.894000053,1.523000002,21.52599907
7/2/2016 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934
7/2/2016 10:15,11.25300026,5.827000141,7.604000092,3.588999987,3.289999962,1.735999942,19.06399918
7/2/2016 10:30,12.05599976,5.357999802,8.421999931,2.878000021,3.746000051,1.70599997,18.21999931
7/2/2016 10:45,11.98900032,5.357999802,8.173000336,2.345000029,3.868000031,1.76699996,19.27499962
7/2/2016 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037
7/2/2016 11:15,11.72099972,5.559000015,7.81799984,2.486999989,3.532999992,1.735999942,19.97900009
7/2/2016 11:30,11.31999969,5.425000191,7.568999767,2.948999882,3.229000092,1.70599997,21.17399979
7/2/2016 11:45,10.51599979,5.357999802,7.427000046,2.415999889,3.229000092,1.735999942,21.0340004
7/2/2016 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995
7/2/2016 12:15,10.64999962,4.554999828,7,2.594000101,2.894000053,1.76699996,20.47100067
7/2/2016 12:30,11.11900043,5.69299984,8.279999733,3.447000027,3.075999975,1.797000051,20.96299934
7/2/2016 12:45,10.58300018,5.559000015,7.676000118,3.197999954,3.046000004,1.827999949,21.52599907
7/2/2016 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053
7/2/2016 13:15,10.31499958,4.756000042,6.644999981,2.309999943,2.984999895,1.797000051,18.36100006
7/2/2016 13:30,8.572999954,3.951999903,5.756999969,1.953999996,2.832999945,1.76699996,18.6420002
7/2/2016 13:45,8.907999992,4.889999866,6.218999863,2.664999962,2.832999945,1.949000001,20.47100067
7/2/2016 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053
7/2/2016 14:15,9.243000031,4.554999828,6.610000134,1.84800005,2.740999937,1.85800004,21.66699982
7/2/2016 14:30,9.779000282,4.421000004,6.928999901,2.523000002,2.832999945,1.735999942,20.54100037
7/2/2016 14:45,10.44900036,5.223999977,6.894000053,2.381000042,2.650000095,1.735999942,21.80800056
7/2/2016 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991
